step,time,gps_x,gps_y,gps_z,gps_speed,gyro_x,gyro_y,gyro_z,imu_roll,imu_pitch,imu_yaw,imu_quat_x,imu_quat_y,imu_quat_z,imu_quat_w,radar_targets_count,roof_lidar_min_dist,roof_lidar_max_dist,roof_lidar_mean_dist,camera_red,camera_green,camera_blue,camera_gray,camera_recognition_objects,driver_speed,driver_steering_angle,driver_brake_intensity,collision_detected
228,11.410000,-104.982746,-46.450548,0.316921,13.887327,-0.007491,0.000002,0.000787,-0.000070,-0.004494,-1.570622,-0.001614,-0.001564,-0.707044,0.707166,2,10.956859,99.986374,32.931447,72,67,62,67.0,8,49.435047,-0.000187,0.000000,0
229,11.460000,-104.982492,-47.144914,0.316921,13.887336,0.002325,-0.000001,-0.003931,-0.000155,-0.004494,-1.570705,-0.001644,-0.001534,-0.707073,0.707137,2,10.710297,99.925697,33.045102,72,68,62,67.33333333333333,8,49.435042,0.000864,0.000000,0
230,11.510000,-104.982550,-47.839281,0.316921,13.887323,0.002426,0.000001,-0.002704,0.000021,-0.004494,-1.570896,-0.001582,-0.001596,-0.707140,0.707070,2,10.534284,99.967781,33.111600,73,68,62,67.66666666666667,8,49.435046,0.000606,0.000000,0
231,11.560000,-104.982655,-48.533647,0.316921,13.887333,-0.005992,0.000001,-0.002134,-0.000121,-0.004494,-1.571004,-0.001632,-0.001546,-0.707179,0.707031,2,10.420439,99.912849,33.176456,73,68,62,67.66666666666667,8,49.435046,0.000474,0.000000,0
232,11.610000,-104.982759,-49.228014,0.316921,13.887333,0.000270,0.000000,-0.001178,-0.000308,-0.004494,-1.571085,-0.001698,-0.001480,-0.707207,0.707003,2,10.302067,99.923309,33.227739,73,68,62,67.66666666666667,8,49.435044,0.000168,0.000000,0
233,11.660000,-104.983048,-49.922381,0.316921,13.887333,0.007837,0.000001,-0.002287,0.000005,-0.004494,-1.571171,-0.001588,-0.001590,-0.707237,0.706973,2,10.239499,99.962349,33.378501,73,68,63,68.0,8,49.435047,0.000527,0.000000,0
234,11.710000,-104.983432,-50.616747,0.316921,13.887335,-0.002227,-0.000000,-0.000895,0.000128,-0.004494,-1.571255,-0.001544,-0.001634,-0.707267,0.706943,2,10.002573,99.961479,33.286353,73,68,63,68.0,8,49.435044,0.000231,0.000000,0
235,11.760000,-104.983738,-51.311114,0.316921,13.887339,-0.004104,0.000001,0.003636,-0.000139,-0.004494,-1.571178,-0.001638,-0.001539,-0.707240,0.706970,2,9.884912,99.980667,33.277958,73,68,63,68.0,8,49.435045,-0.000898,0.000000,0
236,11.810000,-104.983982,-52.005481,0.316921,13.887332,0.007655,0.000003,0.003951,0.000022,-0.004494,-1.570971,-0.001581,-0.001597,-0.707167,0.707043,2,9.737064,99.972427,33.208021,73,68,62,67.66666666666667,8,49.435046,-0.000881,0.000000,0
237,11.860000,-104.984204,-52.699847,0.316922,13.887316,0.004331,0.000003,0.005997,0.000376,-0.004494,-1.570727,-0.001456,-0.001722,-0.707080,0.707130,2,9.688354,99.996559,33.061944,72,67,62,67.0,8,49.435044,-0.001249,0.000000,0
238,11.910000,-104.984016,-53.394213,0.316921,13.887323,-0.007047,-0.000003,0.001712,0.000245,-0.004494,-1.570519,-0.001502,-0.001676,-0.707007,0.707203,2,9.689453,99.989616,33.134023,72,67,61,66.66666666666667,8,49.435044,-0.000282,0.000000,0
239,11.960000,-104.983668,-54.088579,0.316921,13.887334,-0.001963,-0.000005,0.001902,-0.000047,-0.004494,-1.570451,-0.001605,-0.001573,-0.706983,0.707227,2,9.648331,99.987473,33.102133,69,65,60,64.66666666666667,8,49.435044,-0.000492,0.000000,0
240,12.010000,-104.983391,-54.782946,0.316921,13.887339,0.003889,-0.000001,-0.002255,0.000121,-0.004494,-1.570458,-0.001546,-0.001632,-0.706985,0.707225,2,9.768374,99.988876,33.038788,69,65,60,64.66666666666667,8,49.435045,0.000578,0.000000,0
241,12.060000,-104.983191,-55.477313,0.316921,13.887337,-0.005825,0.000001,-0.001364,0.000026,-0.004494,-1.570567,-0.001580,-0.001598,-0.707024,0.707186,2,9.843514,99.982254,32.948363,70,65,60,65.0,8,49.435045,0.000318,0.000000,0
242,12.110000,-104.982976,-56.171679,0.316921,13.887335,-0.003700,0.000003,0.001169,-0.000288,-0.004494,-1.570564,-0.001691,-0.001487,-0.707023,0.707187,2,10.198751,99.978691,32.967361,70,65,60,65.0,8,49.435046,-0.000344,0.000000,0
243,12.160000,-104.982861,-56.866046,0.316921,13.887333,0.008567,0.000003,0.003235,-0.000088,-0.004494,-1.570448,-0.001620,-0.001558,-0.706982,0.707228,2,10.300438,99.986313,32.931732,69,65,60,64.66666666666667,8,49.435047,-0.000744,0.000000,0
244,12.210000,-104.982799,-57.560412,0.316922,13.887307,0.005344,0.000004,0.009289,0.000297,-0.004494,-1.570131,-0.001483,-0.001694,-0.706869,0.707340,2,10.500672,99.989075,32.944023,68,64,59,63.666666666666664,8,49.435043,-0.002011,0.000000,0
245,12.260000,-104.982412,-58.254777,0.316922,13.887282,0.000516,0.000007,0.022510,0.000322,-0.004494,-1.569313,-0.001474,-0.001704,-0.706580,0.707629,2,10.926193,99.965630,32.933188,64,61,56,60.333333333333336,8,49.435043,-0.005028,0.000000,0
246,12.310000,-104.981429,-58.949134,0.316924,13.887008,0.014775,0.000080,0.043738,0.000666,-0.004493,-1.567615,-0.001350,-0.001826,-0.705979,0.708229,2,11.000128,99.987236,32.981162,57,55,51,54.333333333333336,8,49.435059,-0.009744,0.000000,0
247,12.360000,-104.979212,-59.643462,0.316931,13.886383,0.023047,0.000198,0.062583,0.001710,-0.004488,-1.564884,-0.000976,-0.002195,-0.705010,0.709193,2,11.973373,99.992111,32.987767,44,44,41,43.0,8,49.435079,-0.013610,0.000000,0
248,12.410000,-104.974674,-60.337751,0.316939,13.885995,0.010008,0.000184,0.071405,0.002497,-0.004486,-1.561469,-0.000692,-0.002472,-0.703797,0.710397,2,11.500620,99.917709,32.966923,41,44,38,41.0,8,49.435057,-0.015327,0.000000,0
249,12.460000,-104.967348,-61.032003,0.316943,13.885722,0.003329,0.000181,0.077655,0.002682,-0.004487,-1.557724,-0.000622,-0.002539,-0.702466,0.711713,2,11.354120,99.958199,32.939663,52,62,46,53.333333333333336,8,49.435053,-0.016751,0.000000,0
250,12.510000,-104.957337,-61.726204,0.316948,13.885324,0.007564,0.000264,0.085340,0.002937,-0.004488,-1.553646,-0.000526,-0.002629,-0.701013,0.713144,2,10.804540,99.992439,32.990844,51,63,44,52.666666666666664,8,49.435040,-0.018389,0.000000,0
251,12.560000,-104.944536,-62.420332,0.316954,13.884653,0.004261,0.000346,0.102574,0.003165,-0.004487,-1.548941,-0.000438,-0.002710,-0.699333,0.714791,2,10.472885,99.863235,33.000598,39,44,37,40.0,8,49.435031,-0.022164,0.000000,0
252,12.610000,-104.928342,-63.114339,0.316962,13.883315,0.008093,0.000541,0.130517,0.003318,-0.004484,-1.543068,-0.000374,-0.002764,-0.697230,0.716842,2,10.351115,99.854591,33.074590,57,69,49,58.333333333333336,7,49.435086,-0.028377,0.000000,0
253,12.660000,-104.907898,-63.808132,0.316986,13.881006,0.026241,0.000966,0.158537,0.004169,-0.004473,-1.535761,-0.000054,-0.003057,-0.694605,0.719384,2,10.198107,99.669533,33.170666,46,53,42,47.0,7,49.435151,-0.034367,0.000000,0
254,12.710000,-104.882141,-64.501623,0.317021,13.878663,0.028715,0.001243,0.179362,0.005587,-0.004458,-1.527239,0.000477,-0.003542,-0.691531,0.722338,2,10.037954,99.880699,33.286762,44,38,38,40.0,7,49.435077,-0.038592,0.000000,0
255,12.760000,-104.849873,-65.194752,0.317045,13.877461,0.010765,0.001094,0.186991,0.006454,-0.004455,-1.518029,0.000808,-0.003837,-0.688196,0.725514,2,9.979802,99.764908,33.351203,49,51,43,47.666666666666664,7,49.434941,-0.040034,0.000000,0
256,12.810000,-104.810813,-65.887476,0.317054,13.876233,0.002811,0.001180,0.196366,0.006555,-0.004462,-1.508460,0.000861,-0.003870,-0.684717,0.728798,2,10.072106,99.747055,33.427466,61,56,54,57.0,7,49.434835,-0.042237,0.000000,0
257,12.860000,-104.765097,-66.579734,0.317060,13.874791,0.009372,0.001416,0.214031,0.006773,-0.004467,-1.498208,0.000959,-0.003942,-0.680972,0.732298,2,10.129560,99.944084,33.450622,80,75,71,75.33333333333333,7,49.434930,-0.046077,0.000000,0
258,12.910000,-104.712251,-67.271355,0.317076,13.871912,0.010531,0.001800,0.238780,0.007170,-0.004464,-1.486866,0.001128,-0.004069,-0.676807,0.736148,2,10.241230,99.924187,33.413723,94,87,83,88.0,7,49.434891,-0.051429,0.000000,0
259,12.960000,-104.651181,-67.962007,0.317130,13.866271,0.011800,0.002419,0.253209,0.007652,-0.004437,-1.474515,0.001341,-0.004214,-0.672247,0.740314,2,10.398126,99.836319,33.426451,94,87,82,87.66666666666667,7,49.434682,-0.054492,0.000000,0
260,13.010000,-104.581285,-68.651738,0.317153,13.866717,0.015894,0.001960,0.258469,0.008250,-0.004422,-1.461709,0.001596,-0.004400,-0.667492,0.744602,2,10.642640,99.921944,33.474581,93,88,78,86.33333333333333,6,49.434208,-0.055424,0.000000,0
261,13.060000,-104.502368,-69.340559,0.317128,13.864048,0.004691,0.002328,0.257560,0.008731,-0.004445,-1.448851,0.001796,-0.004558,-0.662690,0.748878,2,10.908583,99.837418,33.436297,110,107,96,104.33333333333333,6,49.436709,-0.054871,0.000000,0
262,13.110000,-104.414661,-70.027785,0.317197,13.857409,-0.004113,0.002402,0.265840,0.008509,-0.004401,-1.435827,0.001757,-0.004456,-0.657800,0.753177,2,11.044871,99.967758,33.329081,92,88,80,86.66666666666667,6,49.433686,-0.057071,0.000000,0
263,13.160000,-104.317938,-70.713993,0.317160,13.860816,0.004558,0.001568,0.283542,0.008388,-0.004440,-1.422108,0.001729,-0.004419,-0.652618,0.757672,2,11.114516,99.811905,33.257138,93,87,81,87.0,5,49.434715,-0.061114,0.000000,0
264,13.210000,-104.211790,-71.398796,0.317112,13.859409,0.018847,0.002307,0.304197,0.008938,-0.004469,-1.407402,0.001962,-0.004595,-0.647028,0.762450,2,11.334970,99.896362,33.226925,89,85,79,84.33333333333333,5,49.434323,-0.065451,0.000000,0
265,13.260000,-104.095521,-72.081225,0.317232,13.836870,0.015852,0.005840,0.316980,0.009753,-0.004381,-1.391838,0.002338,-0.004807,-0.641074,0.767461,2,11.231940,99.925964,33.128600,101,98,88,95.66666666666667,5,49.433192,-0.068233,0.000000,0
266,13.310000,-103.968515,-72.760822,0.317428,13.831157,0.011013,0.003814,0.320500,0.010230,-0.004253,-1.375900,0.002602,-0.004891,-0.634937,0.772544,2,11.131406,99.982018,33.158030,89,85,78,84.0,5,49.430647,-0.068985,0.000000,0
267,13.360000,-103.830490,-73.439052,0.317275,13.846351,0.008802,0.000056,0.324907,0.010489,-0.004394,-1.359690,0.002697,-0.005005,-0.628654,0.777665,2,11.099082,99.945358,33.165939,84,79,73,78.66666666666667,6,49.434641,-0.069450,0.000000,0
268,13.410000,-103.681501,-74.114668,0.317173,13.831959,0.003954,0.003276,0.330283,0.010547,-0.004464,-1.343281,0.002739,-0.005029,-0.622252,0.782796,2,10.950098,99.955460,33.193964,91,88,81,86.66666666666667,6,49.433256,-0.071131,0.000000,0
269,13.460000,-103.521522,-74.786574,0.317314,13.808988,0.000053,0.006029,0.341405,0.010475,-0.004351,-1.326551,0.002787,-0.004939,-0.615682,0.787974,2,10.857481,99.919113,33.176413,93,87,79,86.33333333333333,6,49.434621,-0.073868,0.000000,0
270,13.510000,-103.350075,-75.456619,0.317117,13.842207,0.009375,-0.000904,0.353436,0.010668,-0.004513,-1.309131,0.002858,-0.005037,-0.608795,0.793306,2,10.873693,99.884499,33.308962,100,94,85,93.0,7,49.433680,-0.075127,0.000000,0
271,13.560000,-103.166939,-76.123904,0.316915,13.837906,0.011373,0.002415,0.355741,0.011133,-0.004658,-1.291455,0.003044,-0.005210,-0.601758,0.798656,2,10.872126,99.965446,33.388976,93,89,78,86.66666666666667,8,49.435013,-0.075645,0.000000,0
272,13.610000,-102.972114,-76.786622,0.317102,13.811236,0.004488,0.007291,0.347086,0.011436,-0.004513,-1.274013,0.003254,-0.005215,-0.594770,0.803872,2,10.630486,99.866142,33.419395,108,103,91,100.66666666666667,8,49.434364,-0.074620,0.000000,0
273,13.660000,-102.765742,-77.445703,0.317252,13.821050,-0.001006,0.003471,0.349908,0.011317,-0.004428,-1.256701,0.003276,-0.005117,-0.587790,0.808991,2,10.430125,99.919334,33.478631,179,174,172,175.0,8,49.429481,-0.074952,0.000000,0
274,13.710000,-102.547800,-78.102218,0.317076,13.839216,0.002684,0.000948,0.359748,0.011224,-0.004585,-1.238970,0.003238,-0.005125,-0.580595,0.814170,2,10.246007,99.984886,33.549170,186,183,181,183.33333333333334,8,49.434343,-0.076547,0.000000,0
275,13.760000,-102.318540,-78.753900,0.317188,13.799969,0.006042,0.009440,0.367545,0.011337,-0.004488,-1.220837,0.003359,-0.005088,-0.573189,0.819400,2,10.262592,99.966484,33.577626,182,176,172,176.66666666666666,9,49.436927,-0.079641,0.000000,0
276,13.810000,-102.077660,-79.400266,0.317451,13.798512,0.009804,0.006533,0.375823,0.011647,-0.004296,-1.202254,0.003588,-0.005065,-0.565551,0.824690,2,10.240772,99.912476,33.616782,155,150,147,150.66666666666666,9,49.433520,-0.081148,0.000000,0
277,13.860000,-101.824313,-80.043063,0.317303,13.826853,0.013202,0.000152,0.377941,0.012164,-0.004447,-1.183392,0.003808,-0.005238,-0.557746,0.829986,2,10.274236,99.998512,33.786664,184,182,183,183.0,9,49.432409,-0.080395,0.000000,0
278,13.910000,-101.558792,-80.680937,0.317201,13.808449,0.004530,0.005366,0.365429,0.012512,-0.004546,-1.164871,0.003974,-0.005339,-0.550035,0.835115,2,10.399518,99.951492,33.952035,190,190,192,190.66666666666666,9,49.436603,-0.078458,0.000000,0
279,13.960000,-101.281826,-81.313028,0.317309,13.803095,-0.005394,0.005420,0.365311,0.012269,-0.004479,-1.146706,0.003939,-0.005209,-0.542429,0.840076,2,10.469858,99.920898,34.070856,196,186,180,187.33333333333334,9,49.433676,-0.078708,0.000000,0
280,14.010000,-100.993376,-81.940044,0.317325,13.812271,-0.002802,0.002724,0.373584,0.011891,-0.004474,-1.128339,0.003828,-0.005069,-0.534692,0.845023,2,10.644955,99.861343,34.334593,193,192,193,192.66666666666666,9,49.428648,-0.080197,0.000000,0
281,14.060000,-100.693135,-82.562614,0.317085,13.822495,0.004753,0.002754,0.381716,0.011850,-0.004636,-1.109438,0.003816,-0.005091,-0.526682,0.850039,2,8.725771,99.981255,34.553823,178,179,180,179.0,9,49.433167,-0.081720,0.000000,0
282,14.110000,-100.381575,-83.178335,0.317200,13.796354,0.006316,0.008056,0.380287,0.012049,-0.004502,-1.090482,0.003984,-0.005049,-0.518602,0.854992,2,11.725520,99.876991,34.730711,172,172,173,172.33333333333334,9,49.434545,-0.081947,0.000000,0
283,14.160000,-100.058303,-83.787918,0.317285,13.805379,0.004392,0.004508,0.372820,0.012232,-0.004434,-1.071707,0.004127,-0.005029,-0.510552,0.859822,2,11.926106,99.996323,34.986074,190,182,178,183.33333333333334,9,49.433402,-0.080061,0.000000,0
284,14.210000,-99.723229,-84.392263,0.317107,13.827409,0.001348,0.000796,0.370094,0.012251,-0.004592,-1.053197,0.004141,-0.005064,-0.502573,0.864510,2,12.958559,99.851295,35.305281,164,156,151,157.0,9,49.432503,-0.078703,0.000000,0
285,14.260000,-99.377227,-84.990082,0.317101,13.804547,-0.004002,0.007021,0.365078,0.012039,-0.004596,-1.034929,0.004095,-0.004975,-0.494656,0.869065,2,15.302011,99.994019,35.553819,180,174,170,174.66666666666666,9,49.435857,-0.078671,0.000000,0
286,14.310000,-99.020841,-85.580794,0.317288,13.797333,-0.003043,0.007156,0.373864,0.011682,-0.004442,-1.016518,0.004022,-0.004783,-0.486636,0.873582,2,13.372607,99.949486,35.751341,171,168,166,168.33333333333334,9,49.433914,-0.080867,0.000000,0
287,14.360000,-98.653226,-86.165642,0.317164,13.831628,0.009437,-0.000317,0.388106,0.011739,-0.004541,-0.997463,0.004068,-0.004802,-0.478291,0.878179,2,13.859498,99.989639,35.936114,162,156,153,157.0,9,49.432047,-0.082614,0.000000,0
288,14.410000,-98.274367,-86.743475,0.317090,13.804100,0.012915,0.007456,0.381571,0.012292,-0.004601,-0.978264,0.004345,-0.004919,-0.469837,0.882729,2,13.963937,99.996582,36.204277,166,160,157,161.0,9,49.437670,-0.082254,0.000000,0
289,14.460000,-97.884977,-87.312968,0.317302,13.800367,0.004694,0.006879,0.376111,0.012594,-0.004446,-0.959387,0.004560,-0.004878,-0.461484,0.887123,1,14.534570,99.979286,36.528798,187,181,179,182.33333333333334,9,49.433498,-0.080719,0.000000,0
290,14.510000,-97.484526,-87.875254,0.317339,13.811936,-0.003853,0.003235,0.360600,0.012503,-0.004451,-0.941058,0.004563,-0.004818,-0.453336,0.891315,1,14.847672,99.914246,36.745175,175,175,175,175.0,9,49.433512,-0.077250,0.000000,0
291,14.560000,-97.073493,-88.430923,0.317144,13.829295,-0.009819,0.000801,0.361004,0.011968,-0.004616,-0.923122,0.004330,-0.004732,-0.445325,0.895346,1,15.388044,99.811966,37.006921,168,163,161,164.0,9,49.432463,-0.076946,0.000000,0
292,14.610000,-96.652953,-88.978707,0.317146,13.805090,-0.009791,0.006912,0.359953,0.011338,-0.004571,-0.905225,0.004099,-0.004534,-0.437297,0.899297,1,15.549830,99.853363,37.222389,173,167,163,167.66666666666666,9,49.435312,-0.077642,0.000000,0
293,14.660000,-96.223127,-89.518514,0.317240,13.808638,-0.000107,0.004657,0.373870,0.010927,-0.004431,-0.886967,0.003984,-0.004345,-0.429070,0.903252,1,15.714088,99.827576,37.337737,178,178,178,178.0,9,49.428068,-0.080279,0.000000,0
294,14.710000,-95.782636,-90.051512,0.316956,13.836733,0.014570,-0.000304,0.373845,0.011318,-0.004623,-0.868234,0.004162,-0.004477,-0.420590,0.907230,1,16.105139,99.961830,37.569509,92,87,77,85.33333333333333,9,49.434011,-0.079415,0.000000,0
295,14.760000,-95.332396,-90.575934,0.316911,13.812122,0.009152,0.006904,0.361129,0.011844,-0.004653,-0.849962,0.004436,-0.004561,-0.412283,0.911034,1,16.437332,99.929581,37.762293,95,91,78,88.0,9,49.436747,-0.077578,0.000000,0
296,14.810000,-94.873135,-91.091398,0.317124,13.809698,-0.002068,0.006612,0.353241,0.011849,-0.004503,-0.832189,0.004509,-0.004454,-0.404171,0.914661,1,16.917114,99.985809,37.961029,92,88,79,86.33333333333333,9,49.433735,-0.075744,0.000000,0
297,14.860000,-94.404674,-91.598874,0.317213,13.825487,-0.003968,0.001926,0.358499,0.011484,-0.004466,-0.814540,0.004388,-0.004325,-0.396085,0.918193,1,17.351236,99.989960,38.101659,96,89,82,89.0,9,49.429963,-0.076470,0.000000,0
298,14.910000,-93.926775,-92.098774,0.317059,13.829048,0.001107,0.002654,0.364326,0.011307,-0.004614,-0.796508,0.004316,-0.004319,-0.387790,0.921727,1,17.941683,99.973885,38.381356,127,117,99,114.33333333333333,9,49.433403,-0.078088,0.000000,0
299,14.960000,-93.440689,-92.589076,0.317226,13.801266,0.003225,0.008409,0.367257,0.011316,-0.004470,-0.778298,0.004387,-0.004214,-0.379382,0.925220,1,18.323704,99.929848,38.509904,129,122,105,118.66666666666667,9,49.435320,-0.079253,0.000000,0
300,15.010000,-92.945582,-93.070479,0.317256,13.825034,0.007253,0.001802,0.366653,0.011481,-0.004430,-0.759977,0.004509,-0.004186,-0.370891,0.928656,1,18.851580,99.950546,38.666035,122,114,98,111.33333333333333,9,49.430940,-0.077888,0.000000,0
301,15.060000,-92.440945,-93.543448,0.317032,13.830880,0.003825,0.001719,0.350250,0.011720,-0.004617,-0.742113,0.004624,-0.004276,-0.362581,0.931931,1,19.337740,99.896133,38.793473,126,117,99,114.0,9,49.437891,-0.074671,0.000000,0
302,15.110000,-91.928363,-94.006992,0.317040,13.816403,-0.008703,0.005865,0.340065,0.011430,-0.004608,-0.724985,0.004526,-0.004181,-0.354587,0.935003,1,19.938917,99.597504,38.924923,118,109,93,106.66666666666667,9,49.435213,-0.073029,0.000000,0
303,15.160000,-91.408350,-94.461456,0.317154,13.818321,-0.010862,0.004734,0.344705,0.010717,-0.004485,-0.707983,0.004249,-0.003961,-0.346627,0.937985,1,20.350092,99.648041,39.014975,96,90,80,88.66666666666667,9,49.429634,-0.073782,0.000000,0
304,15.210000,-90.879910,-94.907854,0.316963,13.842022,0.003490,0.000404,0.355645,0.010502,-0.004611,-0.690525,0.004161,-0.003946,-0.338427,0.940975,1,20.908779,98.712105,39.164701,89,80,72,80.33333333333333,9,49.433610,-0.075911,0.000000,0
305,15.260000,-90.343838,-95.344976,0.316904,13.820328,0.009154,0.006847,0.356225,0.010819,-0.004647,-0.672758,0.004340,-0.003979,-0.330054,0.943944,1,21.606630,98.685448,39.259579,97,89,81,89.0,10,49.438957,-0.076659,0.000000,0
306,15.310000,-89.800755,-95.771810,0.317124,13.810526,0.006404,0.008232,0.352026,0.011136,-0.004465,-0.655062,0.004554,-0.003905,-0.321688,0.946827,1,22.279148,99.993187,39.505618,110,104,93,102.33333333333333,10,49.435058,-0.075600,0.000000,0
307,15.360000,-89.249867,-96.189153,0.317169,13.835110,0.003027,0.001410,0.345535,0.011236,-0.004443,-0.637674,0.004639,-0.003871,-0.313445,0.949587,1,22.766479,99.798035,39.586319,105,97,87,96.33333333333333,9,49.432396,-0.073176,0.000000,0
308,15.410000,-88.691327,-96.597363,0.317050,13.834225,-0.002323,0.002137,0.340491,0.011107,-0.004574,-0.620643,0.004590,-0.003874,-0.305347,0.952222,1,23.379478,99.728554,39.756767,98,92,81,90.33333333333333,9,49.433479,-0.072758,0.000000,0
309,15.460000,-88.126455,-96.995597,0.317130,13.813806,-0.006245,0.006907,0.340616,0.010751,-0.004521,-0.603686,0.004460,-0.003756,-0.297264,0.954778,1,24.124487,99.963928,39.853324,99,91,82,90.66666666666667,9,49.435847,-0.073484,0.000000,0
310,15.510000,-87.554905,-97.384251,0.317133,13.835863,0.004181,0.001854,0.352744,0.010508,-0.004492,-0.586366,0.004381,-0.003669,-0.288985,0.957317,1,24.705421,99.964066,39.988130,100,93,83,92.0,9,49.432254,-0.075539,0.000000,0
311,15.560000,-86.976093,-97.763446,0.316960,13.841234,0.010889,0.001477,0.352680,0.010812,-0.004617,-0.568699,0.004541,-0.003732,-0.280516,0.959831,1,25.156313,99.990829,40.010161,95,88,79,87.33333333333333,9,49.434482,-0.074947,0.000000,0
312,15.610000,-86.391060,-98.132015,0.317009,13.818219,0.005392,0.007126,0.344243,0.011129,-0.004584,-0.551381,0.004730,-0.003720,-0.272194,0.962224,1,25.179449,99.926430,40.145151,95,89,81,88.33333333333333,10,49.436580,-0.074131,0.000000,0
313,15.660000,-85.800244,-98.489879,0.317207,13.817048,-0.004625,0.006215,0.334632,0.011018,-0.004425,-0.534469,0.004729,-0.003588,-0.264049,0.964491,1,25.210772,99.859962,40.193950,112,106,95,104.33333333333333,10,49.434058,-0.071596,0.000000,0
314,15.710000,-85.202799,-98.838302,0.317105,13.840383,-0.005324,0.000570,0.335267,0.010598,-0.004498,-0.517773,0.004547,-0.003531,-0.255989,0.966663,1,25.248377,99.470726,40.211707,79,75,68,74.0,10,49.433308,-0.071201,0.000000,0
315,15.760000,-84.599232,-99.176889,0.316950,13.836003,-0.000722,0.002879,0.331049,0.010403,-0.004627,-0.501192,0.004465,-0.003531,-0.247966,0.968752,1,25.277222,99.999565,40.337790,86,81,74,80.33333333333333,10,49.438908,-0.071332,0.000000,0
316,15.810000,-83.990783,-99.505145,0.317039,13.824213,0.002692,0.006012,0.338937,0.010243,-0.004544,-0.484494,0.004427,-0.003434,-0.239870,0.970789,1,25.227764,99.988441,40.375834,108,102,94,101.33333333333333,10,49.431289,-0.073276,0.000000,0
317,15.860000,-83.376599,-99.823471,0.317013,13.840568,0.008653,0.002827,0.347165,0.010415,-0.004545,-0.467281,0.004540,-0.003417,-0.231505,0.972817,1,24.779423,99.974541,40.523931,88,85,76,83.0,9,49.433978,-0.073805,0.000000,0
318,15.910000,-82.756799,-100.131320,0.316962,13.842474,0.009348,0.002662,0.339656,0.010813,-0.004594,-0.450151,0.004757,-0.003445,-0.223164,0.974763,1,24.398037,99.971390,40.663612,107,101,90,99.33333333333333,10,49.434373,-0.072097,0.000000,0
319,15.960000,-82.132245,-100.428166,0.317089,13.822385,-0.001497,0.006751,0.328836,0.010885,-0.004520,-0.433562,0.004829,-0.003378,-0.215071,0.976581,1,23.980423,99.988640,40.780278,95,90,80,88.33333333333333,10,49.435667,-0.070693,0.000000,0
320,16.010000,-81.503030,-100.714478,0.317196,13.834054,-0.006593,0.003284,0.328506,0.010487,-0.004435,-0.417216,0.004671,-0.003255,-0.207084,0.978307,1,23.663158,99.985100,40.870192,155,156,160,157.0,10,49.432011,-0.069928,0.000000,0
321,16.060000,-80.868614,-100.990919,0.317082,13.843908,-0.000658,0.001294,0.337184,0.010231,-0.004520,-0.400688,0.004563,-0.003233,-0.198992,0.979985,1,23.283628,99.919495,41.026664,161,161,165,162.33333333333334,10,49.433975,-0.071923,0.000000,0
322,16.110000,-80.230009,-101.256709,0.317086,13.825675,0.007377,0.005465,0.340690,0.010355,-0.004524,-0.383794,0.004651,-0.003208,-0.190707,0.981631,1,22.974520,99.796547,41.086646,155,156,160,157.0,10,49.438196,-0.073774,0.000000,0
323,16.160000,-79.587386,-101.511417,0.317172,13.825175,0.006817,0.005018,0.343267,0.010571,-0.004452,-0.366669,0.004791,-0.003152,-0.182295,0.983227,1,22.740229,99.921219,41.176220,94,87,78,86.33333333333333,10,49.431749,-0.073467,0.000000,0
324,16.210000,-78.940064,-101.755263,0.317093,13.839049,0.005230,0.001930,0.336721,0.010756,-0.004499,-0.349667,0.004905,-0.003151,-0.173929,0.984741,1,22.321846,99.944481,41.201626,147,148,151,148.66666666666666,10,49.434100,-0.071303,0.000000,0
325,16.260000,-78.288557,-101.988147,0.317006,13.836210,-0.001526,0.002668,0.328420,0.010717,-0.004570,-0.333148,0.004905,-0.003142,-0.165790,0.986144,1,21.221844,99.865700,41.249888,147,148,152,149.0,10,49.433357,-0.070072,0.000000,0
326,16.310000,-77.633699,-102.209975,0.317076,13.821250,-0.007301,0.006025,0.325372,0.010404,-0.004524,-0.316932,0.004780,-0.003055,-0.157790,0.987456,1,20.124979,99.866524,41.284633,162,163,166,163.66666666666666,10,49.435564,-0.070184,0.000000,0
327,16.360000,-76.975099,-102.421457,0.317045,13.841203,0.000082,0.002305,0.343492,0.010113,-0.004534,-0.300254,0.004661,-0.002998,-0.149550,0.988739,1,19.229877,99.958382,41.315313,131,115,109,118.33333333333333,10,49.433418,-0.073241,0.000000,0
328,16.410000,-76.312728,-102.622054,0.316965,13.842569,0.010303,0.002691,0.348001,0.010433,-0.004587,-0.283015,0.004841,-0.003006,-0.141022,0.989990,1,21.788975,99.665955,41.400674,140,120,112,124.0,10,49.434501,-0.073954,0.000000,0
329,16.460000,-75.647530,-102.810957,0.317078,13.819558,0.008277,0.007235,0.340636,0.010840,-0.004515,-0.265870,0.005073,-0.002956,-0.132529,0.991162,1,21.624298,99.958649,41.470153,129,113,108,116.66666666666667,10,49.436392,-0.073403,0.000000,0
330,16.510000,-74.979374,-102.988125,0.317189,13.834329,-0.000911,0.002988,0.329722,0.010899,-0.004442,-0.249165,0.005131,-0.002881,-0.124246,0.992234,1,21.568892,99.949020,41.533803,84,85,88,85.66666666666667,10,49.432394,-0.069812,0.000000,0
